Gyroscope X,Gyroscope X,Accelerometer Z,Accelerometer Z,Gyroscope Z,Gyroscope Z CAL,Gyroscope Y,Gyroscope Y,Accelerometer Y,Accelerometer Y,Accelerometer X,Accelerometer X,Timestamp,Timestamp
-149.6453901,2422,818,-48.45505616,992,388.4365516,-129.6571469,2473,2895,-29.37640405,3402,-50.06486683,37702.17896,55777
-159.2198582,2315,954,-43.18167654,994,390.1414895,-94.03834071,2500,3003,-33.54191356,3651,-59.44529044,37721.71021,56417
-168.7943262,2215,1048,-39.44988215,999,390.6263512,-60.76852777,2527,3020,-34.24705385,3711,-61.7794665,37741.24146,57057
-174.822695,2094,1190,-33.91582362,1017,386.7577727,-20.34535199,2544,3113,-37.89559047,3812,-65.686229,37760.77271,57697
-167.0212766,2041,1395,-26.08014628,1056,373.5761098,-2.326074539,2522,3347,-47.00365702,3937,-70.55092894,37780.30396,58337
-134.0425532,2012,1478,-22.91072584,1126,348.0501463,8.394830787,2429,3441,-50.76814588,3703,-61.97934489,37799.83521,58977
-102.1276596,1890,1492,-22.30287775,1209,319.750407,50.29187491,2339,3409,-49.57194385,3642,-59.73832107,37819.36646,59617
-85.46099291,1761,1459,-23.57830918,1264,302.0935498,94.08046551,2292,3380,-48.45772953,3571,-57.0704285,37838.89771,60257
-107.8014184,1770,1674,-14.95566109,1316,283.8373058,90.39011852,2355,3350,-47.89152732,2443,-15.55133017,37858.42896,60897
-117.0212766,1513,2487,16.63851734,1512,218.7682053,176.3551335,2381,3945,-71.03706654,3419,-52.64730367,37877.96021,61537
-76.95035461,1802,2547,18.9144504,1663,157.5028666,80.5773954,2268,4020,-74.13874003,2954,-35.49335944,37897.49146,62177
-8.510638298,2042,2067,-0.282317705,1895,67.28741442,2.09367414,2075,4014,-74.05794261,1528,17.89735842,37917.02271,62817
-3.90070922,1918,2228,6.163783395,2131,-15.23802762,43.84271027,2062,4012,-73.90541514,2075,-2.555283872,37936.55396,63457
-61.70212766,2074,1784,-10.87764039,2293,-75.02234851,-10.24032557,2225,3560,-55.94100963,2734,-26.45144857,37956.08521,64097
-140.7801418,2522,3002,40.20755405,2509,-159.5103245,-162.9482365,2448,1999,3.188851356,2998,-37.76178218,37975.61646,64737
-75.53191489,2700,3621,64.04438772,2746,-250.1860156,-220.7223333,2264,2572,-19.89030692,1456,18.63422392,37995.14771,65377
-68.43971631,2227,2252,9.389782618,2675,-215.3229574,-61.78473511,2244,2553,-17.25543456,3690,-62.46687866,38014.67896,481
-36.5248227,2444,2919,35.05436007,2499,-157.2827324,-133.6460803,2154,3197,-42.64099824,3391,-52.16274191,38034.21021,1121
4.964539007,2309,2274,10.28261525,2293,-81.63389213,-87.09938598,2037,2538,-16.9346188,3046,-38.64181179,38053.74146,1761
-21.9858156,2274,2294,11.12072063,2237,-60.02530926,-76.16293017,2113,2510,-15.98198418,2755,-27.88917717,38073.27271,2401
9.219858156,2198,2296,11.24525726,2160,-31.67726619,-49.72340426,2025,2483,-14.8685686,2964,-35.63365401,38092.80396,3041
11.34751773,2118,2312,11.95402866,2121,-16.09775095,-22.81393688,2019,2436,-13.14928354,2763,-28.21047271,38112.33521,3681
3.90070922,2103,2307,11.81897269,2115,-13.42746415,-18.00378409,2040,2394,-11.52568276,2778,-28.76197659,38131.86646,4321
4.964539007,2101,2279,10.71584879,2124,-16.65460577,-17.30072826,2037,2384,-11.10378028,2820,-30.28443843,38151.39771,4961
9.574468085,2088,2282,10.83200114,2122,-15.80343634,-12.80001428,2024,2387,-11.19997162,2878,-32.43607115,38170.92896,5601
13.4751773,2117,2275,10.48042746,2124,-17.21675342,-22.41453663,2013,2433,-12.98931342,2805,-29.72182023,38190.46021,6241
12.05673759,2131,2308,11.88171869,2131,-19.97661822,-27.1550764,2017,2379,-10.95703282,2759,-28.06015526,38209.99146,6881
3.546099291,2103,2360,13.98010732,2127,-17.73401091,-18.01442239,2041,2365,-10.49731695,2658,-24.38236618,38229.52271,7521
-2.127659574,2056,2332,12.82257501,2132,-18.42626334,-2.412823076,2057,2391,-11.43562467,2763,-28.2365291,38249.05396,8161
-2.482269504,2035,2310,11.91725308,2144,-22.30999131,4.623518492,2058,2408,-12.06867302,2771,-28.50566574,38268.58521,8801
-4.609929078,2038,2287,10.96440962,2140,-20.87154507,3.552977295,2064,2430,-12.88975955,2788,-29.10671007,38288.11646,9441
-3.90070922,2061,2292,11.16884909,2139,-20.99492009,-4.143866914,2062,2427,-12.77877277,2787,-29.07580621,38307.64771,10081
-4.964539007,2073,2337,12.95327089,2138,-20.8468186,-8.202627445,2065,2436,-13.16822787,2765,-28.31452405,38327.17896,10721
-3.90070922,2039,2321,12.33956759,2132,-18.03398146,3.238683421,2062,2419,-12.51081028,2742,-27.4442611,38346.71021,11361
-5.673758865,2030,2314,12.04058837,2145,-22.4790324,6.20562616,2067,2432,-12.98529076,2795,-29.39825469,38366.24146,12001
-6.028368794,2024,2310,11.85299944,2155,-25.94534933,8.208410681,2068,2450,-13.67501406,2792,-29.28151591,38385.77271,12641
-10.63829787,2019,2323,12.37393481,2171,-31.47007387,9.747965158,2081,2449,-13.65162976,2779,-28.81566249,38405.30396,13281
-14.18439716,2009,2320,12.25838939,2191,-38.3629762,12.99728688,2091,2446,-13.5402652,2762,-28.1825665,38424.83521,13921
-21.9858156,2003,2322,12.32483162,2217,-47.37468881,14.77666714,2113,2455,-13.87920944,2785,-29.03641162,38444.36646,14561
-29.78723404,1975,2328,12.57241772,2248,-57.74200956,23.93859774,2135,2450,-13.68955697,2791,-29.26606142,38463.89771,15201
-43.26241135,1956,2336,12.87398521,2281,-68.84996282,29.91018135,2173,2462,-14.15036965,2809,-29.94177511,38483.42896,15841
-61.70212766,1971,2328,12.45925333,2313,-80.14276761,24.32343281,2225,2524,-16.51866666,2831,-30.74414797,38502.96021,16481
-74.82269504,1982,2323,12.21286629,2370,-100.4978412,20.23854063,2262,2555,-17.67834275,2906,-33.51453414,38522.49146,17121
-89.0070922,1991,2288,10.80258842,2423,-119.3437975,16.79287448,2302,2563,-17.93528962,2968,-35.7685221,38542.02271,17761
-102.8368794,2040,2242,8.778784882,2518,-154.1130366,-0.064972155,2341,2684,-22.53037796,3019,-37.59669688,38561.55396,18401
-106.3829787,2064,2241,8.781802447,2671,-209.5322293,-8.225046409,2351,2657,-21.45493883,3119,-41.30049111,38581.08521,19041
-114.5390071,2098,2232,8.19070356,2843,-271.8572966,-19.87912323,2374,2809,-27.23241099,3273,-46.98646185,38600.61646,19681
-113.8297872,2121,2401,14.48175761,3038,-342.4842687,-27.57596744,2372,3113,-38.95605986,3523,-56.43445273,38620.14771,20321
-127.3049645,2091,2645,23.65877797,3160,-385.385134,-17.91310867,2410,3490,-53.53055086,3810,-67.33939297,38639.67896,20961
-121.6312057,2078,2486,16.84424127,3176,-391.0387847,-13.38047979,2394,3791,-64.89396831,4024,-75.06088279,38659.21021,21601
-97.16312057,2442,2312,9.978985562,3094,-369.5612409,-134.7940882,2325,3733,-62.52536094,4031,-75.11418438,38678.74146,22241
47.87234043,2040,1383,-25.26418982,2339,-93.97454734,4.456304441,1916,2505,-14.6047456,4019,-73.61244468,38698.27271,22881
99.29078014,2351,1375,-23.86157543,1995,22.05471489,-98.36355847,1771,1381,28.46061435,3647,-59.87674533,38717.80396,23521
97.5177305,2297,1521,-17.87729844,1923,49.09124378,-80.2959446,1776,1277,32.0675389,2904,-32.53775512,38737.33521,24161
76.24113475,2119,1629,-13.66177128,1678,141.4046328,-21.20269884,1836,1344,29.45571809,3034,-37.47903575,38756.86646,24801
62.76595745,2129,1683,-11.65981491,1457,221.0796934,-24.96265886,1874,1445,25.50462713,2961,-34.83539074,38776.39771,25441
50.35460993,2015,1749,-9.365755967,1327,270.4875853,12.92003427,1909,1666,16.85610083,2682,-24.57087917,38795.92896,26081
43.61702128,1878,1962,-1.128145779,1202,318.4000034,58.69106097,1928,1847,9.796355526,2855,-31.22541489,38815.46021,26721
48.93617021,1856,2134,5.319347955,1138,341.7145391,66.23318578,1913,2125,-1.016301126,2873,-32.08550636,38834.99146,27361
55.31914894,1781,2380,14.73080808,1130,345.9223041,91.59246037,1895,2399,-11.72979806,2901,-33.40488721,38854.52271,28001
90.78014184,1697,2600,23.11787656,1104,355.9660972,120.8442096,1795,2667,-22.05308599,3305,-48.61946222,38874.05396,28641
108.1560284,1772,2631,24.32867174,1092,358.2825769,96.19770099,1746,2687,-22.78320646,3475,-54.95208237,38893.58521,29281
89.36170213,1811,2523,19.76843956,1078,363.0633132,82.54662288,1799,2848,-28.78901091,3736,-64.48194208,38913.11646,29921
59.92907801,1874,2466,16.77798465,1060,369.099677,60.52270456,1882,3311,-46.55038385,3702,-63.13296917,38932.64771,30561
40.78014184,1836,2475,16.18627428,1081,362.8508208,72.69991432,1936,3929,-70.34314311,3607,-59.59669934,38952.17896,31201
23.40425532,1902,2537,18.5344729,1192,322.0839042,50.03098672,1985,4009,-73.63817755,3143,-42.48196011,38971.71021,31841
0,1904,2450,14.99794686,1394,250.0417652,48.65771812,2051,4044,-75.0513285,2774,-28.70919767,38991.24146,32481
-4.609929078,2150,2160,3.435948883,1628,161.0460832,-34.03091532,2064,4019,-74.10127794,2128,-4.4364118,39010.77271,33121
4.964539007,1861,2013,-2.428362234,1939,54.72437159,63.23618449,2037,4000,-73.70905585,902,41.14692494,39030.30396,33761
7.092198582,1610,3049,38.97788713,2390,-102.512153,147.5282022,2031,4021,-74.55282164,3007,-38.0582255,39049.83521,34401
34.39716312,2216,3142,46.82180413,2790,-259.3683873,-55.00835356,1954,1334,28.54510334,2754,-28.92317264,39069.36646,35041
18.08510638,3121,3134,45.17112083,2851,-299.0723099,-359.1889904,2000,2212,-4.721979342,4022,-75.83661511,39088.89771,35681
-15.24822695,1616,3573,61.12770373,2654,-196.9669871,144.8445666,2094,3246,-44.80740665,4017,-76.13012741,39108.42896,36321
-52.83687943,2384,2367,13.49007523,2504,-157.4132398,-114.0012138,2200,2864,-29.74811915,2474,-17.55285041,39127.96021,36961
-2.836879433,2517,2294,11.19316042,2337,-101.4291497,-157.1320862,2059,2468,-14.17098959,3287,-47.59505407,39147.49146,37601
-12.05673759,2140,2166,5.841179487,2279,-72.71523635,-30.89861488,2085,2615,-19.97051283,2609,-22.32338353,39167.02271,38241
8.510638298,2231,2335,12.91027684,2149,-28.36486118,-60.81850635,2027,2414,-12.24307889,2976,-36.12804905,39186.55396,38881
12.05673759,2059,2270,10.21219325,2132,-18.88666602,-2.99400257,2017,2478,-14.69516881,2858,-31.67673617,39206.08521,39521
1.418439716,2120,2264,10.03684083,2124,-16.9371561,-23.78295016,2047,2435,-13.07897933,2747,-27.56036448,39225.61646,40161
-1.773049645,2093,2298,11.41041942,2115,-13.06612187,-14.81829216,2056,2426,-12.73951461,2802,-29.63860888,39245.14771,40801
-2.836879433,2076,2305,11.71878497,2116,-13.05355222,-9.145509068,2059,2407,-12.03037573,2760,-28.09230429,39264.67896,41441
-2.127659574,2071,2296,11.31215383,2129,-17.64914007,-7.446380123,2057,2438,-13.19615427,2810,-29.93195721,39284.21021,42081
3.546099291,2080,2296,11.29224359,2131,-18.70977258,-10.29630159,2041,2451,-13.69391019,2815,-30.11654509,39303.74146,42721
3.546099291,2085,2325,12.48102421,2130,-18.4507315,-11.97415393,2041,2431,-12.9743947,2744,-27.52257887,39323.27271,43361
-0.709219858,2049,2331,12.74509077,2129,-17.24618705,-0.021276596,2053,2415,-12.37273071,2721,-26.67864902,39342.80396,44001
-3.191489362,2039,2304,11.65751701,2131,-17.69426923,3.259960017,2060,2421,-12.56207474,2775,-28.64602181,39362.33521,44641
-1.418439716,2044,2287,10.90018558,2142,-21.8017749,1.635299158,2055,2472,-14.49536044,2811,-29.9566352,39381.86646,45281
0.709219858,2066,2299,11.40576326,2140,-21.58530346,-5.683421391,2049,2455,-13.85591861,2799,-29.52735808,39401.39771,45921
3.90070922,2070,2301,11.50504798,2137,-20.67670368,-6.929958589,2040,2442,-13.37380044,2756,-27.93774403,39420.92896,46561
-1.418439716,2060,2319,12.229004,2148,-24.28219593,-3.733828359,2055,2439,-13.27489998,2750,-27.73724049,39440.46021,47201
-1.418439716,2035,2305,11.65773906,2157,-27.0162503,4.655433386,2055,2447,-13.55652356,2790,-29.20158402,39459.99146,47841
-2.836879433,2022,2328,12.60447793,2173,-32.46990102,8.975296302,2059,2429,-12.8880518,2776,-28.71146767,39479.52271,48481
-13.4751773,2010,2343,13.21279971,2191,-38.40311042,12.682993,2089,2423,-12.68000725,2747,-27.65564325,39499.05396,49121
-25.17730496,1981,2343,13.14711244,2221,-48.28058471,22.0634728,2122,2466,-14.322189,2775,-28.69070967,39518.58521,49761
-34.75177305,1934,2327,12.52650746,2271,-65.0498875,37.54805084,2149,2454,-13.83731351,2805,-29.78320263,39538.11646,50401
-53.90070922,1935,2340,13.0052288,2320,-82.15592101,36.63801228,2203,2481,-14.86927993,2848,-31.39015686,39557.64771,51041
-69.85815603,1937,2341,12.98616235,2374,-101.1706499,35.48814794,2248,2520,-16.34594136,2910,-33.68588117,39577.17896,51681
-91.84397163,2012,2271,10.09669224,2447,-128.3197098,9.660788234,2310,2579,-18.58269401,2844,-31.15475262,39596.71021,52321
-107.4468085,2004,2315,11.912261,2522,-154.6970533,11.87726689,2354,2543,-17.19347496,2953,-35.24625672,39616.24146,52961
-119.1489362,1937,2317,11.88650238,2650,-199.0612254,34.00942453,2387,2614,-19.83744045,3186,-43.87511359,39635.77271,53601
-123.4042553,1905,2276,10.02887445,2838,-265.9228294,44.62001999,2399,2759,-25.27813863,3455,-53.78234772,39655.30396,54241
-123.7588652,1933,2446,16.68623586,3112,-365.0377389,35.21340854,2400,2850,-28.84410346,3631,-60.50058708,39674.83521,54881
-152.4822695,1945,2716,26.71944764,3305,-433.8938101,30.32486077,2481,3347,-48.01380902,4018,-75.13491676,39694.36646,55521
-165.9574468,1905,2277,8.539956554,3361,-452.8523258,43.34342425,2519,3759,-63.50108615,4020,-74.6636061,39713.89771,56161
-162.0567376,2058,2115,2.111161476,3290,-430.5032944,-7.881836356,2508,3729,-62.2209631,4019,-74.43370521,39733.42896,56801
40.07092199,2033,2166,7.230234199,2639,-201.5272768,6.571255176,1938,1725,14.75585498,4021,-74.66135147,39752.96021,57441
137.2340426,2574,1621,-13.63705799,1904,49.22859495,-172.0574754,1664,1126,38.07355033,3665,-60.85014752,39772.49146,58081
134.751773,2314,1631,-13.90750129,1920,48.77809859,-84.88362131,1671,1553,21.3124678,2738,-26.50870089,39792.02271,58721
117.7304965,2217,1606,-14.75294448,1723,122.0744281,-52.84392403,1719,1453,25.17638799,2741,-26.5944487,39811.55396,59361
99.64539007,2128,1656,-12.78578235,1519,197.7576694,-23.52070541,1770,1473,24.35544117,2706,-25.35716727,39831.08521,60001
91.13475177,2019,1744,-9.555620029,1327,269.2570484,12.80115665,1794,1660,17.10949928,2733,-26.45407214,39850.61646,60641
80.14184397,1976,1837,-5.935529071,1175,325.1090792,26.90089961,1825,1723,14.61177323,2724,-26.22934154,39870.14771,61281
54.96453901,1907,1920,-2.896150882,1125,345.1939525,49.29994288,1896,1903,7.596227962,2636,-23.06126362,39889.67896,61921
45.03546099,1795,2146,5.431461319,1112,352.405245,86.58596316,1924,2363,-10.21346702,2762,-27.97775865,39909.21021,62561
71.9858156,1718,2414,15.5155333,1096,358.9509763,113.2334,1848,2774,-26.1116674,3054,-39.09509563,39928.74146,63201
106.7375887,1716,2557,20.93924233,1087,361.2486548,114.9470941,1750,2968,-33.51894182,3489,-55.36891801,39948.27271,63841
94.32624113,1866,2522,19.62782217,1045,373.6864343,64.23918321,1785,2912,-31.30444587,3583,-58.81105689,39967.80396,64481
45.74468085,1898,2478,17.59730483,1000,390.5991893,52.04348137,1922,3088,-38.06737916,3492,-55.379771,39987.33521,65121
28.36879433,1831,2615,22.13285674,1063,369.7763121,74.00542625,1971,3699,-61.67858138,3433,-53.33065237,40006.86646,225
48.58156028,1901,2759,27.39050631,1166,330.7465564,51.12187634,1914,4024,-74.23734226,3554,-57.96986334,40026.39771,865
64.89361702,1983,2488,16.55531908,1294,282.5923842,24.09445952,1868,4021,-74.11702298,2991,-36.79295587,40045.92896,1505
65.60283688,2106,2038,-1.429623314,1545,189.8081044,-17.15943167,1866,4013,-73.74058286,2220,-7.697852041,40065.46021,2145
40.78014184,1790,2031,-1.723835919,1830,94.35253488,88.13615593,1936,4013,-74.09589798,1245,28.42208545,40084.99146,2785
2.127659574,1750,2495,16.82531715,2146,-17.42116074,100.3994003,2045,4016,-74.36707128,1811,6.902647893,40104.52271,3425
-79.78723404,2534,2292,8.722634257,2717,-236.2920791,-165.1452949,2276,4022,-73.93414359,3172,-43.26167903,40124.05396,4065
-65.95744681,1828,639,-54.12453961,2604,-181.819832,72.18235042,2237,1935,7.886509841,4018,-72.70959715,40143.58521,4705
-172.3404255,3035,2588,22.89753395,2723,-245.9276008,-336.042696,2537,2473,-15.56165122,674,48.8315925,40163.11646,5345
-44.68085106,2649,2650,25.35809987,2598,-196.7917599,-202.6827074,2177,2506,-16.04750329,2920,-34.42740966,40182.64771,5985
19.85815603,2152,2126,3.795815735,2423,-125.6554082,-33.96801371,1995,2915,-31.10460663,3592,-58.66943003,40202.17896,6625
-24.11347518,2416,2255,9.448572758,2287,-80.80998117,-123.8777667,2119,2582,-18.78568104,2573,-21.098272,40221.71021,7265
29.43262411,2169,2275,10.35037724,2192,-43.17416494,-39.38547765,1968,2522,-16.2405691,3262,-46.64384465,40241.24146,7905
14.18439716,2188,2274,10.36124047,2139,-24.06196707,-46.21876339,2011,2482,-14.96898823,2542,-19.97750388,40260.77271,8545
7.446808511,2156,2323,12.45697593,2115,-14.59457824,-35.68263601,2030,2395,-11.57560186,2781,-28.8922278,40280.30396,9185
7.092198582,2073,2319,12.37751262,2120,-14.71199845,-7.840925318,2031,2343,-9.562184577,2813,-30.07502908,40299.83521,9825
2.127659574,2065,2308,11.86965754,2130,-18.00804693,-5.30529773,2045,2387,-11.2585616,2775,-28.65238602,40319.36646,10465
-1.418439716,2077,2301,11.53331061,2128,-17.43023321,-9.438526346,2055,2424,-12.66723471,2796,-29.42007339,40338.89771,11105
0.709219858,2074,2289,11.05717754,2133,-19.22839168,-8.367985149,2049,2422,-12.57056144,2824,-30.44282644,40358.42896,11745
2.482269504,2091,2293,11.19646038,2134,-19.98038579,-14.01949165,2044,2435,-13.0884905,2783,-28.9284864,40377.96021,12385
0.354609929,2084,2321,12.35502891,2134,-19.77944619,-11.73432815,2050,2409,-12.12427726,2748,-27.66694716,40397.49146,13025
-0.709219858,2063,2308,11.82807777,2137,-20.40576409,-4.719263173,2053,2414,-12.29805587,2770,-28.46595344,40417.02271,13665
0.354609929,2059,2296,11.27379659,2140,-21.43436386,-3.3450664,2050,2463,-14.15508525,2815,-30.11599168,40436.55396,14305
3.90070922,2062,2289,11.03045216,2149,-24.83217662,-4.245394831,2040,2439,-13.23869592,2784,-28.96054319,40456.08521,14945
3.90070922,2057,2316,12.11827758,2154,-26.53006663,-2.567542482,2040,2433,-13.04306055,2747,-27.62280759,40475.61646,15585
-0.354609929,2049,2323,12.40912873,2162,-29.12669065,-0.010638298,2052,2426,-12.77178177,2768,-28.4093109,40495.14771,16225
-5.673758865,2036,2343,13.20851363,2177,-34.11062913,4.192203341,2067,2426,-12.78715929,2769,-28.47032948,40514.67896,16865
-5.673758865,2018,2339,13.02234352,2193,-39.50360871,10.2324718,2067,2443,-13.44141196,2758,-28.05733697,40534.21021,17505
-19.5035461,2019,2311,11.87261361,2220,-48.84597315,9.482007711,2106,2463,-14.18465972,2767,-28.35617841,40553.74146,18145
-23.75886525,1995,2321,12.28795242,2238,-54.71757182,17.40803941,2118,2453,-13.80118947,2786,-29.07234228,40573.27271,18785
-36.17021277,1983,2364,13.98550592,2277,-68.15473806,21.06254462,2153,2467,-14.36235207,2815,-30.19734296,40592.80396,19425
-59.21985816,2000,2354,13.57958305,2331,-87.27148037,14.66635728,2218,2471,-14.51042377,2809,-29.96294305,40612.33521,20065
-80.85106383,2014,2371,14.18671033,2391,-108.5260934,9.319434528,2279,2519,-16.33224173,2907,-33.6107865,40631.86646,20705
-92.90780142,2008,2337,12.70424091,2463,-133.9645686,10.97115522,2313,2600,-19.39397725,2973,-36.01075686,40651.39771,21345
-105.3191489,1998,2340,12.88064208,2559,-167.9456004,13.95451949,2348,2564,-17.98394808,3051,-38.90493778,40670.92896,21985
-120.5673759,1979,2366,13.62546029,2721,-225.4064314,19.87291161,2391,2758,-25.36349279,3312,-48.59394899,40690.46021,22625
-135.4609929,1953,2356,13.03167178,2966,-312.5924378,28.15093531,2433,2886,-30.20820542,3492,-55.24280201,40709.99146,23265
-136.5248227,1934,2808,30.69803901,3205,-398.1511105,34.49485935,2436,3149,-40.54902487,3823,-68.03205228,40729.52271,23905
-172.6950355,1955,2663,24.33518741,3362,-454.0287495,26.3627731,2538,3520,-54.62031487,4019,-75.10042599,40749.05396,24545
-178.7234043,2104,2212,6.071132757,3387,-465.8515552,-23.81807797,2555,3675,-60.22168109,4020,-74.58954139,40768.58521,25185
-107.8014184,2174,2027,0.540376463,3194,-399.8364908,-45.18035128,2355,2458,-13.49058844,3519,-55.86806315,40788.11646,25825
9.574468085,1996,2192,4.919924809,2421,-121.5050442,18.07246894,2024,3904,-69.00187978,4033,-75.03648663,40807.64771,26465
131.5602837,2172,1475,-19.75016678,1829,84.46097195,-37.32835927,1680,1308,31.24583042,3805,-65.85193944,40827.17896,27105
129.787234,2252,1383,-23.60970097,1816,87.57649269,-64.22718835,1685,1413,26.75747578,2385,-13.14356082,40846.71021,27745
85.46099291,1971,1578,-15.87946988,1639,158.1532756,28.73832643,1810,1457,25.01325291,2656,-23.41250479,40866.24146,28385
69.5035461,1967,1778,-8.157500095,1407,242.1370499,29.60188491,1855,1637,18.06249762,2992,-36.08860833,40885.77271,29025
78.0141844,1942,1827,-6.489089447,1211,312.9040027,38.2464658,1831,1822,10.77276384,2610,-21.9905125,40905.30396,29665
76.95035461,1775,2016,0.903857561,1148,338.9582893,94.25481936,1834,1927,6.59643902,2631,-22.99007869,40924.83521,30305
83.68794326,1735,2243,9.555476552,1109,353.6024354,107.8797658,1815,2203,-4.113086193,2837,-30.87925689,40944.36646,30945
103.5460993,1726,2415,16.0360223,1116,350.7056579,111.4956447,1759,2460,-14.0994424,2907,-33.66626585,40963.89771,31585
133.6879433,1624,2602,23.05206631,1122,349.7510758,146.628088,1674,2760,-25.69834223,3117,-41.65452495,40983.42896,32225
157.0921986,1657,2701,26.91413639,1107,353.8223297,136.2563901,1608,2826,-28.14659025,3566,-58.40001668,41002.96021,32865
126.2411348,1761,2619,23.59639977,1079,362.6703124,100.4315293,1695,2854,-29.09000577,3750,-65.1152994,41022.49146,33505
76.95035461,1817,2510,18.65854265,1066,367.6090546,80.16085963,1834,3231,-43.53643369,3632,-60.59679332,41042.02271,34145
42.19858156,1735,2553,19.57039619,1123,349.7364642,106.635085,1932,3755,-63.74009521,3546,-57.43896374,41061.55396,34785
19.5035461,1823,2704,25.19219186,1207,318.3888248,76.42403256,1996,4023,-74.19520356,3447,-53.94095094,41081.08521,35425
-4.255319149,1952,2500,17.03310555,1354,263.5838115,32.422676,2063,4021,-74.1723613,2867,-32.21469687,41100.61646,36065
-20.56737589,2176,2202,5.11799551,1652,152.3394998,-43.23447094,2109,4010,-74.05011226,1421,21.69831199,41120.14771,36705
-9.219858156,1682,2381,12.26394968,1992,39.66365023,122.8777667,2077,4010,-74.40125793,853,42.5209704,41139.67896,37345
-28.72340426,1915,2755,27.21576082,2355,-95.0531645,44.10474083,2132,4020,-74.60597955,2134,-5.37202838,41159.21021,37985
-23.40425532,2110,3149,46.74059405,2599,-186.8991232,-21.17192632,2117,1581,19.51485132,4018,-75.73555115,41178.74146,38625
35.46099291,2888,1562,-15.63333222,2786,-271.4897398,-280.4797944,1951,894,47.16669459,4018,-73.86433337,41198.27271,39265
-85.81560284,1724,2056,-0.712827466,2764,-236.7198291,106.4859346,2293,4012,-73.82068664,1938,2.725088528,41217.80396,39905
-109.929078,2927,2229,7.894288702,2705,-239.038284,-297.9287448,2361,2921,-31.64278244,2980,-36.12571755,41237.33521,40545
26.59574468,2470,2652,24.96055786,2383,-117.8596036,-140.4772954,1976,2823,-27.98605347,3584,-59.008076,41256.86646,41185
11.34751773,2157,1974,-2.137605595,2275,-72.27866931,-35.90118521,2019,2814,-27.44013988,2682,-24.78772368,41276.39771,41825
-2.836879433,2260,2293,11.20206394,2145,-27.18990488,-70.89047551,2059,2432,-12.94840146,2850,-31.41013599,41295.92896,42465
20.56737589,2114,2356,13.80626938,2115,-14.11894066,-21.19505926,1993,2376,-10.84326556,2857,-31.74752141,41315.46021,43105
9.929078014,2089,2301,11.58916745,2111,-11.87673603,-13.12494645,2023,2387,-11.27081372,2727,-26.86619354,41334.99146,43745
-1.063829787,2092,2289,11.08973878,2126,-17.02282217,-14.46144509,2054,2400,-11.75653053,2739,-27.29565513,41354.52271,44385
-4.255319149,2063,2341,13.1986832,2116,-12.75180725,-4.825646152,2063,2380,-11.03292004,2728,-26.95151605,41374.05396,45025
-5.319148936,2024,2295,11.28900626,2119,-13.01570904,8.229687277,2066,2427,-12.77484357,2804,-29.70904056,41393.58521,45665
-4.609929078,2031,2248,9.37412544,2125,-15.33492202,5.901970584,2064,2451,-13.646864,2840,-30.98492747,41413.11646,46305
0,2066,2280,10.70613678,2126,-16.52933224,-5.704697987,2051,2416,-12.34658041,2787,-29.06192484,41432.64771,46945
-1.063829787,2061,2314,12.07192322,2126,-16.3986611,-4.058760531,2054,2411,-12.20191945,2731,-27.02882436,41452.17896,47585
-3.191489362,2041,2283,10.80138708,2124,-15.21655207,2.588819078,2060,2432,-12.96532294,2783,-28.91663421,41471.71021,48225
2.127659574,2046,2274,10.40227936,2145,-23.02118005,1.070541197,2045,2458,-13.94301607,2822,-30.34910542,41491.24146,48865
4.964539007,2061,2277,10.50370826,2159,-28.4391647,-3.877909467,2037,2470,-14.40729342,2820,-30.27807421,41510.77271,49505
8.156028369,2062,2303,11.58525145,2154,-26.75073777,-4.117735256,2028,2442,-13.36871378,2774,-28.6068168,41530.30396,50145
2.836879433,2045,2305,11.67396786,2158,-27.69730481,1.427388262,2043,2436,-13.15080338,2744,-27.49836718,41549.83521,50785
-0.354609929,2009,2319,12.22980337,2173,-32.27815605,13.41218049,2052,2439,-13.25491573,2804,-29.73726447,41569.36646,51425
-9.574468085,2015,2299,11.35293423,2194,-39.69291826,11.12216193,2078,2489,-15.17664426,2761,-28.1183658,41588.89771,52065
-14.89361702,1999,2315,12.05068298,2211,-45.33587852,16.33171498,2093,2451,-13.73292552,2750,-27.73189086,41608.42896,52705
-25.53191489,1972,2299,11.39334683,2238,-54.20448457,25.07296873,2123,2463,-14.16632927,2791,-29.23068929,41627.96021,53345
-38.29787234,1950,2338,12.90777511,2293,-73.18570422,32.07254034,2159,2492,-15.3056222,2807,-29.86871473,41647.49146,53985
-58.15602837,1959,2306,11.65077816,2322,-83.23856695,28.45666143,2215,2478,-14.73054597,2839,-31.01619001,41667.02271,54625
-79.43262411,1971,2315,11.91659149,2388,-106.6211849,23.79151792,2275,2540,-17.08521269,2934,-34.54268293,41686.55396,55265
-93.97163121,1984,2271,10.08865299,2466,-134.5304838,18.9929316,2316,2585,-18.78367524,2924,-34.1174744,41706.08521,55905
-114.5390071,2000,2282,10.44613881,2564,-169.52443,13.00678281,2374,2639,-20.84652968,2981,-36.23931009,41725.61646,56545
-124.4680851,2008,2247,8.943438041,2744,-234.1537053,10.02434671,2402,2709,-23.41404898,3238,-45.71274759,41745.14771,57185
